CURR_STD_YM,GRAD_STATUS,GRAD_MOVEMENT,CURR_GRAD_GB,CURR_NLINE_MEM_GRAD_CD,CURR_NLINE_MEM_GRAD_NM,PREV_GRAD_GB,PREV_NLINE_MEM_GRAD_CD,PREV_NLINE_MEM_GRAD_NM,CUST_CNT,MAU,DAU
202509,이탈,승급,VIP,BK,Black,VIP,GD,Gold,16,11,3
202509,이탈,승급,VIP,BK,Black,VIP,SV,Silver,1176,917,422
202509,이탈,승급,VIP,SV,Silver,VIP,GD,Gold,485,358,177
202509,이탈,승급,일반,PP,Purple,VIP,BK,Black,2742,2227,867
202509,이탈,승급,일반,PP,Purple,VIP,GD,Gold,6,4,1
202509,이탈,승급,일반,PP,Purple,VIP,SV,Silver,63,35,10
202509,이탈,승급,일반,RD,Red,VIP,BK,Black,340,143,31
202509,이탈,승급,일반,RD,Red,VIP,GD,Gold,6,3,1
202509,이탈,승급,일반,RD,Red,VIP,SV,Silver,41,17,4
202509,이탈,승급,일반,RD,Red,일반,PP,Purple,8667,5975,1671
202509,이탈,하락,VIP,BK,Black,일반,PP,Purple,2878,2161,766
202509,이탈,하락,VIP,BK,Black,일반,RD,Red,431,136,25
202509,이탈,하락,VIP,GD,Gold,VIP,BK,Black,13,6,2
202509,이탈,하락,VIP,GD,Gold,VIP,SV,Silver,498,357,161
202509,이탈,하락,VIP,GD,Gold,일반,PP,Purple,2,0,
202509,이탈,하락,VIP,GD,Gold,일반,RD,Red,1,0,
202509,이탈,하락,VIP,SV,Silver,VIP,BK,Black,1390,1031,423
202509,이탈,하락,VIP,SV,Silver,일반,PP,Purple,86,41,10
202509,이탈,하락,VIP,SV,Silver,일반,RD,Red,35,15,3
202509,이탈,하락,일반,PP,Purple,일반,RD,Red,9475,5413,1389
202510,이탈,승급,VIP,BK,Black,VIP,GD,Gold,24,13,4
202510,이탈,승급,VIP,BK,Black,VIP,SV,Silver,1557,1179,519
202510,이탈,승급,VIP,SV,Silver,VIP,GD,Gold,656,473,228
202510,이탈,승급,일반,PP,Purple,VIP,BK,Black,3422,2747,1025
202510,이탈,승급,일반,PP,Purple,VIP,GD,Gold,13,7,3
202510,이탈,승급,일반,PP,Purple,VIP,SV,Silver,134,77,22
202510,이탈,승급,일반,RD,Red,VIP,BK,Black,531,241,43
202510,이탈,승급,일반,RD,Red,VIP,GD,Gold,14,8,2
202510,이탈,승급,일반,RD,Red,VIP,SV,Silver,74,33,7
202510,이탈,승급,일반,RD,Red,일반,PP,Purple,11020,7260,1957
202510,이탈,하락,VIP,BK,Black,일반,PP,Purple,3566,2565,880
202510,이탈,하락,VIP,BK,Black,일반,RD,Red,736,234,41
202510,이탈,하락,VIP,GD,Gold,VIP,BK,Black,16,9,3
202510,이탈,하락,VIP,GD,Gold,VIP,SV,Silver,601,392,175
202510,이탈,하락,VIP,GD,Gold,일반,PP,Purple,6,2,1
202510,이탈,하락,VIP,GD,Gold,일반,RD,Red,6,2,1
202510,이탈,하락,VIP,PT,Platinum,일반,RD,Red,1,0,
202510,이탈,하락,VIP,SV,Silver,VIP,BK,Black,1631,1190,475
202510,이탈,하락,VIP,SV,Silver,일반,PP,Purple,150,76,17
202510,이탈,하락,VIP,SV,Silver,일반,RD,Red,86,31,6
202510,이탈,하락,일반,PP,Purple,일반,RD,Red,12093,6306,1570
202511,이탈,승급,VIP,BK,Black,VIP,GD,Gold,32,16,6
202511,이탈,승급,VIP,BK,Black,VIP,SV,Silver,2054,1525,670
202511,이탈,승급,VIP,SV,Silver,VIP,GD,Gold,771,529,258
202511,이탈,승급,일반,PP,Purple,VIP,BK,Black,4259,3233,1243
202511,이탈,승급,일반,PP,Purple,VIP,GD,Gold,16,12,4
202511,이탈,승급,일반,PP,Purple,VIP,SV,Silver,222,127,34
202511,이탈,승급,일반,RD,Red,VIP,BK,Black,971,398,79
202511,이탈,승급,일반,RD,Red,VIP,GD,Gold,21,9,2
202511,이탈,승급,일반,RD,Red,VIP,SV,Silver,161,54,8
202511,이탈,승급,일반,RD,Red,일반,PP,Purple,14246,8704,2308
202511,이탈,하락,VIP,BK,Black,일반,PP,Purple,4630,3431,1180
202511,이탈,하락,VIP,BK,Black,일반,RD,Red,1152,356,74
202511,이탈,하락,VIP,GD,Gold,VIP,BK,Black,39,21,8
202511,이탈,하락,VIP,GD,Gold,VIP,SV,Silver,724,504,223
202511,이탈,하락,VIP,GD,Gold,일반,PP,Purple,15,4,2
202511,이탈,하락,VIP,GD,Gold,일반,RD,Red,13,4,1
202511,이탈,하락,VIP,SV,Silver,VIP,BK,Black,2051,1500,622
202511,이탈,하락,VIP,SV,Silver,일반,PP,Purple,213,118,30
202511,이탈,하락,VIP,SV,Silver,일반,RD,Red,108,35,6
202511,이탈,하락,일반,PP,Purple,일반,RD,Red,15475,8330,2107
202512,이탈,승급,VIP,BK,Black,VIP,GD,Gold,32,24,9
202512,이탈,승급,VIP,BK,Black,VIP,SV,Silver,2161,1709,761
202512,이탈,승급,VIP,SV,Silver,VIP,GD,Gold,846,601,275
202512,이탈,승급,일반,PP,Purple,VIP,BK,Black,4676,3753,1420
202512,이탈,승급,일반,PP,Purple,VIP,GD,Gold,25,17,6
202512,이탈,승급,일반,PP,Purple,VIP,SV,Silver,302,186,53
202512,이탈,승급,일반,RD,Red,VIP,BK,Black,1229,624,129
202512,이탈,승급,일반,RD,Red,VIP,GD,Gold,16,7,2
202512,이탈,승급,일반,RD,Red,VIP,SV,Silver,178,82,14
202512,이탈,승급,일반,RD,Red,일반,PP,Purple,15680,10216,2602
202512,이탈,하락,VIP,BK,Black,일반,PP,Purple,4940,3809,1383
202512,이탈,하락,VIP,BK,Black,일반,RD,Red,1329,523,104
202512,이탈,하락,VIP,GD,Gold,VIP,BK,Black,46,28,9
202512,이탈,하락,VIP,GD,Gold,VIP,SV,Silver,782,543,246
202512,이탈,하락,VIP,GD,Gold,일반,PP,Purple,12,6,2
202512,이탈,하락,VIP,GD,Gold,일반,RD,Red,16,8,2
202512,이탈,하락,VIP,SV,Silver,VIP,BK,Black,2209,1672,696
202512,이탈,하락,VIP,SV,Silver,일반,PP,Purple,252,150,46
202512,이탈,하락,VIP,SV,Silver,일반,RD,Red,165,57,12
202512,이탈,하락,일반,PP,Purple,일반,RD,Red,16653,9530,2454
202601,유입,승급,VIP,BK,Black,일반,PP,Purple,4062,3474,1552
202601,유입,승급,VIP,BK,Black,일반,RD,Red,1345,984,292
202601,유입,승급,VIP,GD,Gold,VIP,BK,Black,41,32,14
202601,유입,승급,VIP,GD,Gold,VIP,SV,Silver,801,575,297
202601,유입,승급,VIP,GD,Gold,일반,PP,Purple,12,9,3
202601,유입,승급,VIP,GD,Gold,일반,RD,Red,53,43,7
202601,유입,승급,VIP,PT,Platinum,VIP,GD,Gold,787,474,221
202601,유입,승급,VIP,PT,Platinum,VIP,SV,Silver,3,2,2
202601,유입,승급,VIP,PT,Platinum,일반,RD,Red,11,9,2
202601,유입,승급,VIP,SP,S-Platinum,VIP,GD,Gold,36,24,17
202601,유입,승급,VIP,SP,S-Platinum,VIP,PT,Platinum,72,55,33
202601,유입,승급,VIP,SV,Silver,VIP,BK,Black,1878,1514,769
202601,유입,승급,VIP,SV,Silver,일반,PP,Purple,241,169,69
202601,유입,승급,VIP,SV,Silver,일반,RD,Red,269,184,50
202601,유입,승급,일반,PP,Purple,일반,RD,Red,15238,12697,3751
202601,유입,하락,VIP,BK,Black,VIP,GD,Gold,33,18,4
202601,유입,하락,VIP,BK,Black,VIP,PT,Platinum,74,38,9
202601,유입,하락,VIP,BK,Black,VIP,SP,S-Platinum,2,1,1
202601,유입,하락,VIP,BK,Black,VIP,SV,Silver,2066,1601,641
202601,유입,하락,VIP,GD,Gold,VIP,PT,Platinum,579,350,133
202601,유입,하락,VIP,GD,Gold,VIP,SP,S-Platinum,7,4,2
202601,유입,하락,VIP,PT,Platinum,VIP,SP,S-Platinum,31,17,7
202601,유입,하락,VIP,SV,Silver,VIP,GD,Gold,740,533,226
202601,유입,하락,VIP,SV,Silver,VIP,PT,Platinum,133,66,16
202601,유입,하락,VIP,SV,Silver,VIP,SP,S-Platinum,3,0,
202601,유입,하락,일반,PP,Purple,VIP,BK,Black,4390,3365,1143
202601,유입,하락,일반,PP,Purple,VIP,GD,Gold,15,7,2
202601,유입,하락,일반,PP,Purple,VIP,PT,Platinum,38,16,3
202601,유입,하락,일반,PP,Purple,VIP,SV,Silver,221,134,39
202601,유입,하락,일반,RD,Red,VIP,BK,Black,1085,485,96
202601,유입,하락,일반,RD,Red,VIP,GD,Gold,10,3,1
202601,유입,하락,일반,RD,Red,VIP,PT,Platinum,70,17,3
202601,유입,하락,일반,RD,Red,VIP,SP,S-Platinum,3,1,1
202601,유입,하락,일반,RD,Red,VIP,SV,Silver,126,68,15
202601,유입,하락,일반,RD,Red,일반,PP,Purple,15366,8476,1952
202601,유지,-,VIP,BK,Black,VIP,BK,Black,29873,20924,7867
202601,유지,-,VIP,GD,Gold,VIP,GD,Gold,5077,3544,1688
202601,유지,-,VIP,PT,Platinum,VIP,PT,Platinum,925,494,214
202601,유지,-,VIP,SP,S-Platinum,VIP,SP,S-Platinum,62,45,31
202601,유지,-,VIP,SV,Silver,VIP,SV,Silver,12670,9270,4132
202601,유지,-,일반,PP,Purple,일반,PP,Purple,119282,70527,19600
202601,유지,-,일반,RD,Red,일반,RD,Red,3552243,497058,67706
202602,유입,승급,VIP,BK,Black,일반,PP,Purple,3740,3240,1431
202602,유입,승급,VIP,BK,Black,일반,RD,Red,1015,720,227
202602,유입,승급,VIP,GD,Gold,VIP,BK,Black,27,19,10
202602,유입,승급,VIP,GD,Gold,VIP,SV,Silver,714,495,252
202602,유입,승급,VIP,GD,Gold,일반,PP,Purple,7,6,2
202602,유입,승급,VIP,GD,Gold,일반,RD,Red,45,39,10
202602,유입,승급,VIP,PT,Platinum,VIP,SV,Silver,1,1,1
202602,유입,승급,VIP,PT,Platinum,일반,RD,Red,12,10,1
202602,유입,승급,VIP,SV,Silver,VIP,BK,Black,1747,1440,736
202602,유입,승급,VIP,SV,Silver,일반,PP,Purple,227,171,82
202602,유입,승급,VIP,SV,Silver,일반,RD,Red,175,134,37
202602,유입,승급,일반,PP,Purple,일반,RD,Red,13491,10973,3366
202602,유입,하락,VIP,BK,Black,VIP,GD,Gold,32,17,3
202602,유입,하락,VIP,BK,Black,VIP,SV,Silver,1739,1291,497
202602,유입,하락,VIP,SV,Silver,VIP,GD,Gold,668,475,191
202602,유입,하락,일반,PP,Purple,VIP,BK,Black,3869,2919,1040
202602,유입,하락,일반,PP,Purple,VIP,GD,Gold,6,3,1
202602,유입,하락,일반,PP,Purple,VIP,SV,Silver,181,109,28
202602,유입,하락,일반,RD,Red,VIP,BK,Black,837,356,69
202602,유입,하락,일반,RD,Red,VIP,GD,Gold,15,5,1
202602,유입,하락,일반,RD,Red,VIP,SV,Silver,121,42,9
202602,유입,하락,일반,RD,Red,일반,PP,Purple,13366,7001,1639
202602,유지,-,VIP,BK,Black,VIP,BK,Black,30972,21059,7579
202602,유지,-,VIP,GD,Gold,VIP,GD,Gold,5847,3895,1820
202602,유지,-,VIP,PT,Platinum,VIP,PT,Platinum,1754,1001,413
202602,유지,-,VIP,SP,S-Platinum,VIP,SP,S-Platinum,169,131,78
202602,유지,-,VIP,SV,Silver,VIP,SV,Silver,13177,9443,4032
202602,유지,-,일반,PP,Purple,일반,PP,Purple,121822,69292,18614
202602,유지,-,일반,RD,Red,일반,RD,Red,3592830,458130,62930
202601,이탈,승급,VIP,BK,Black,VIP,GD,Gold,41,28,10
202601,이탈,승급,VIP,BK,Black,VIP,SV,Silver,1878,1494,699
202601,이탈,승급,VIP,GD,Gold,VIP,PT,Platinum,787,469,226
202601,이탈,승급,VIP,GD,Gold,VIP,SP,S-Platinum,36,27,18
202601,이탈,승급,VIP,PT,Platinum,VIP,SP,S-Platinum,72,55,33
202601,이탈,승급,VIP,SV,Silver,VIP,GD,Gold,801,579,275
202601,이탈,승급,VIP,SV,Silver,VIP,PT,Platinum,3,3,1
202601,이탈,승급,일반,PP,Purple,VIP,BK,Black,4062,3340,1355
202601,이탈,승급,일반,PP,Purple,VIP,GD,Gold,12,5,2
202601,이탈,승급,일반,PP,Purple,VIP,SV,Silver,241,168,50
202601,이탈,승급,일반,RD,Red,VIP,BK,Black,1114,597,139
202601,이탈,승급,일반,RD,Red,VIP,GD,Gold,18,4,1
202601,이탈,승급,일반,RD,Red,VIP,PT,Platinum,1,0,
202601,이탈,승급,일반,RD,Red,VIP,SV,Silver,188,87,20
202601,이탈,승급,일반,RD,Red,일반,PP,Purple,13610,9354,2508
202601,이탈,하락,VIP,BK,Black,일반,PP,Purple,4390,3438,1314
202601,이탈,하락,VIP,BK,Black,일반,RD,Red,1101,503,115
202601,이탈,하락,VIP,GD,Gold,VIP,BK,Black,33,18,4
202601,이탈,하락,VIP,GD,Gold,VIP,SV,Silver,740,546,254
202601,이탈,하락,VIP,GD,Gold,일반,PP,Purple,15,8,2
202601,이탈,하락,VIP,GD,Gold,일반,RD,Red,13,4,2
202601,이탈,하락,VIP,PT,Platinum,VIP,BK,Black,74,38,9
202601,이탈,하락,VIP,PT,Platinum,VIP,GD,Gold,579,341,137
202601,이탈,하락,VIP,PT,Platinum,VIP,SV,Silver,133,61,18
202601,이탈,하락,VIP,PT,Platinum,일반,PP,Purple,38,19,3
202601,이탈,하락,VIP,PT,Platinum,일반,RD,Red,71,20,5
202601,이탈,하락,VIP,SP,S-Platinum,VIP,BK,Black,2,1,1
202601,이탈,하락,VIP,SP,S-Platinum,VIP,GD,Gold,7,4,1
202601,이탈,하락,VIP,SP,S-Platinum,VIP,PT,Platinum,31,19,8
202601,이탈,하락,VIP,SP,S-Platinum,VIP,SV,Silver,3,1,1
202601,이탈,하락,VIP,SP,S-Platinum,일반,RD,Red,4,1,1
202601,이탈,하락,VIP,SV,Silver,VIP,BK,Black,2066,1621,713
202601,이탈,하락,VIP,SV,Silver,일반,PP,Purple,221,144,47
202601,이탈,하락,VIP,SV,Silver,일반,RD,Red,135,66,17
202601,이탈,하락,일반,PP,Purple,일반,RD,Red,15423,8909,2294
202602,이탈,승급,VIP,BK,Black,VIP,GD,Gold,27,19,7
202602,이탈,승급,VIP,BK,Black,VIP,SV,Silver,1747,1416,662
202602,이탈,승급,VIP,SV,Silver,VIP,GD,Gold,714,490,235
202602,이탈,승급,VIP,SV,Silver,VIP,PT,Platinum,1,1,1
202602,이탈,승급,일반,PP,Purple,VIP,BK,Black,3740,3109,1243
202602,이탈,승급,일반,PP,Purple,VIP,GD,Gold,7,4,1
202602,이탈,승급,일반,PP,Purple,VIP,SV,Silver,227,148,55
202602,이탈,승급,일반,RD,Red,VIP,BK,Black,849,450,107
202602,이탈,승급,일반,RD,Red,VIP,GD,Gold,15,6,2
202602,이탈,승급,일반,RD,Red,VIP,SV,Silver,113,58,12
202602,이탈,승급,일반,RD,Red,일반,PP,Purple,12258,8324,2230
202602,이탈,하락,VIP,BK,Black,일반,PP,Purple,3869,3050,1181
202602,이탈,하락,VIP,BK,Black,일반,RD,Red,840,388,87
202602,이탈,하락,VIP,GD,Gold,VIP,BK,Black,32,20,4
202602,이탈,하락,VIP,GD,Gold,VIP,SV,Silver,668,491,212
202602,이탈,하락,VIP,GD,Gold,일반,PP,Purple,6,3,1
202602,이탈,하락,VIP,GD,Gold,일반,RD,Red,17,8,2
202602,이탈,하락,VIP,PT,Platinum,일반,RD,Red,3,2,2
202602,이탈,하락,VIP,SP,S-Platinum,일반,RD,Red,1,1,1
202602,이탈,하락,VIP,SV,Silver,VIP,BK,Black,1739,1351,587
202602,이탈,하락,VIP,SV,Silver,일반,PP,Purple,181,117,32
202602,이탈,하락,VIP,SV,Silver,일반,RD,Red,122,47,13
202602,이탈,하락,일반,PP,Purple,일반,RD,Red,13388,7578,1897
202603,유입,승급,VIP,BK,Black,일반,PP,Purple,3558,3041,1374
202603,유입,승급,VIP,BK,Black,일반,RD,Red,810,542,162
202603,유입,승급,VIP,GD,Gold,VIP,BK,Black,25,22,11
202603,유입,승급,VIP,GD,Gold,VIP,SV,Silver,645,436,231
202603,유입,승급,VIP,GD,Gold,일반,PP,Purple,8,7,3
202603,유입,승급,VIP,GD,Gold,일반,RD,Red,45,38,9
202603,유입,승급,VIP,PT,Platinum,일반,RD,Red,12,10,2
202603,유입,승급,VIP,SV,Silver,VIP,BK,Black,1624,1294,644
202603,유입,승급,VIP,SV,Silver,일반,PP,Purple,165,117,45
202603,유입,승급,VIP,SV,Silver,일반,RD,Red,133,101,26
202603,유입,승급,일반,PP,Purple,일반,RD,Red,12692,10326,3266
202603,유입,하락,VIP,BK,Black,VIP,GD,Gold,35,24,7
202603,유입,하락,VIP,BK,Black,VIP,SV,Silver,1732,1271,501
202603,유입,하락,VIP,SV,Silver,VIP,GD,Gold,617,414,181
202603,유입,하락,일반,PP,Purple,VIP,BK,Black,3806,2774,957
202603,유입,하락,일반,PP,Purple,VIP,GD,Gold,10,3,2
202603,유입,하락,일반,PP,Purple,VIP,SV,Silver,172,101,29
202603,유입,하락,일반,RD,Red,VIP,BK,Black,837,324,77
202603,유입,하락,일반,RD,Red,VIP,GD,Gold,7,3,1
202603,유입,하락,일반,RD,Red,VIP,SV,Silver,101,33,7
202603,유입,하락,일반,RD,Red,일반,PP,Purple,12718,6470,1551
202603,유지,-,VIP,BK,Black,VIP,BK,Black,31074,20731,7438
202603,유지,-,VIP,GD,Gold,VIP,GD,Gold,5953,3867,1748
202603,유지,-,VIP,PT,Platinum,VIP,PT,Platinum,1764,972,382
202603,유지,-,VIP,SP,S-Platinum,VIP,SP,S-Platinum,169,123,69
202603,유지,-,VIP,SV,Silver,VIP,SV,Silver,13299,9364,3989
202603,유지,-,일반,PP,Purple,일반,PP,Purple,122463,67846,18517
202603,유지,-,일반,RD,Red,일반,RD,Red,3626157,443257,62613
202604,유입,승급,VIP,BK,Black,일반,PP,Purple,3848,3305,1486
202604,유입,승급,VIP,BK,Black,일반,RD,Red,1007,675,175
202604,유입,승급,VIP,GD,Gold,VIP,BK,Black,29,21,10
202604,유입,승급,VIP,GD,Gold,VIP,SV,Silver,659,460,229
202604,유입,승급,VIP,GD,Gold,일반,PP,Purple,11,8,5
202604,유입,승급,VIP,GD,Gold,일반,RD,Red,49,45,9
202604,유입,승급,VIP,PT,Platinum,일반,RD,Red,13,12,2
202604,유입,승급,VIP,SP,S-Platinum,일반,RD,Red,2,2,2
202604,유입,승급,VIP,SV,Silver,VIP,BK,Black,1810,1458,721
202604,유입,승급,VIP,SV,Silver,일반,PP,Purple,154,105,46
202604,유입,승급,VIP,SV,Silver,일반,RD,Red,151,101,19
202604,유입,승급,일반,PP,Purple,일반,RD,Red,14056,11287,3475
202604,유입,하락,VIP,BK,Black,VIP,GD,Gold,22,13,3
202604,유입,하락,VIP,BK,Black,VIP,SV,Silver,1653,1239,481
202604,유입,하락,VIP,SV,Silver,VIP,GD,Gold,672,444,181
202604,유입,하락,일반,PP,Purple,VIP,BK,Black,3906,2898,984
202604,유입,하락,일반,PP,Purple,VIP,GD,Gold,4,1,1
202604,유입,하락,일반,PP,Purple,VIP,SV,Silver,163,95,27
202604,유입,하락,일반,RD,Red,VIP,BK,Black,734,270,49
202604,유입,하락,일반,RD,Red,VIP,GD,Gold,7,2,1
202604,유입,하락,일반,RD,Red,VIP,SV,Silver,79,26,4
202604,유입,하락,일반,RD,Red,일반,PP,Purple,13465,7076,1696
202604,유지,-,VIP,BK,Black,VIP,BK,Black,30724,21338,8015
202604,유지,-,VIP,GD,Gold,VIP,GD,Gold,5969,3987,1867
202604,유지,-,VIP,PT,Platinum,VIP,PT,Platinum,1776,988,394
202604,유지,-,VIP,SP,S-Platinum,VIP,SP,S-Platinum,169,125,71
202604,유지,-,VIP,SV,Silver,VIP,SV,Silver,13282,9606,4236
202604,유지,-,일반,PP,Purple,일반,PP,Purple,121639,70825,19736
202604,유지,-,일반,RD,Red,일반,RD,Red,3666226,475824,65551
202605,유입,승급,VIP,BK,Black,일반,PP,Purple,4153,3430,1497
202605,유입,승급,VIP,BK,Black,일반,RD,Red,918,586,156
202605,유입,승급,VIP,GD,Gold,VIP,BK,Black,35,22,12
202605,유입,승급,VIP,GD,Gold,VIP,SV,Silver,721,499,253
202605,유입,승급,VIP,GD,Gold,일반,PP,Purple,8,6,3
202605,유입,승급,VIP,GD,Gold,일반,RD,Red,41,37,7
202605,유입,승급,VIP,PT,Platinum,일반,RD,Red,8,6,1
202605,유입,승급,VIP,SV,Silver,VIP,BK,Black,1859,1489,739
202605,유입,승급,VIP,SV,Silver,일반,PP,Purple,136,88,35
202605,유입,승급,VIP,SV,Silver,일반,RD,Red,138,92,18
202605,유입,승급,일반,PP,Purple,일반,RD,Red,14480,11162,3413
202605,유입,하락,VIP,BK,Black,VIP,GD,Gold,21,13,5
202605,유입,하락,VIP,BK,Black,VIP,SV,Silver,1778,1286,489
202605,유입,하락,VIP,SV,Silver,VIP,GD,Gold,621,416,159
202605,유입,하락,일반,PP,Purple,VIP,BK,Black,4080,2956,967
202605,유입,하락,일반,PP,Purple,VIP,GD,Gold,8,3,1
202605,유입,하락,일반,PP,Purple,VIP,SV,Silver,132,71,18
202605,유입,하락,일반,RD,Red,VIP,BK,Black,704,258,54
202605,유입,하락,일반,RD,Red,VIP,GD,Gold,6,2,1
202605,유입,하락,일반,RD,Red,VIP,SV,Silver,72,21,3
202605,유입,하락,일반,RD,Red,일반,PP,Purple,13363,7200,1658
202605,유지,-,VIP,BK,Black,VIP,BK,Black,30571,21221,8055
202605,유지,-,VIP,GD,Gold,VIP,GD,Gold,6060,4016,1870
202605,유지,-,VIP,PT,Platinum,VIP,PT,Platinum,1787,971,377
202605,유지,-,VIP,SP,S-Platinum,VIP,SP,S-Platinum,171,123,66
202605,유지,-,VIP,SV,Silver,VIP,SV,Silver,13366,9650,4309
202605,유지,-,일반,PP,Purple,일반,PP,Purple,122084,70389,19818
202605,유지,-,일반,RD,Red,일반,RD,Red,3702828,458094,64374
202603,이탈,승급,VIP,BK,Black,VIP,GD,Gold,25,19,7
202603,이탈,승급,VIP,BK,Black,VIP,SV,Silver,1624,1255,562
202603,이탈,승급,VIP,SV,Silver,VIP,GD,Gold,645,442,214
202603,이탈,승급,일반,PP,Purple,VIP,BK,Black,3558,2932,1170
202603,이탈,승급,일반,PP,Purple,VIP,GD,Gold,8,5,2
202603,이탈,승급,일반,PP,Purple,VIP,SV,Silver,165,100,35
202603,이탈,승급,일반,RD,Red,VIP,BK,Black,645,318,68
202603,이탈,승급,일반,RD,Red,VIP,GD,Gold,21,14,4
202603,이탈,승급,일반,RD,Red,VIP,SV,Silver,83,43,9
202603,이탈,승급,일반,RD,Red,일반,PP,Purple,11574,7718,2067
202603,이탈,하락,VIP,BK,Black,일반,PP,Purple,3806,2839,1047
202603,이탈,하락,VIP,BK,Black,일반,RD,Red,843,347,82
202603,이탈,하락,VIP,GD,Gold,VIP,BK,Black,35,25,8
202603,이탈,하락,VIP,GD,Gold,VIP,SV,Silver,617,425,200
202603,이탈,하락,VIP,GD,Gold,일반,PP,Purple,10,4,1
202603,이탈,하락,VIP,GD,Gold,일반,RD,Red,10,4,2
202603,이탈,하락,VIP,PT,Platinum,일반,RD,Red,1,1,1
202603,이탈,하락,VIP,SV,Silver,VIP,BK,Black,1732,1300,557
202603,이탈,하락,VIP,SV,Silver,일반,PP,Purple,172,110,32
202603,이탈,하락,VIP,SV,Silver,일반,RD,Red,104,37,10
202603,이탈,하락,일반,PP,Purple,일반,RD,Red,12732,6859,1733
202604,이탈,승급,VIP,BK,Black,VIP,GD,Gold,29,20,6
202604,이탈,승급,VIP,BK,Black,VIP,SV,Silver,1810,1376,589
202604,이탈,승급,VIP,SV,Silver,VIP,GD,Gold,659,448,194
202604,이탈,승급,일반,PP,Purple,VIP,BK,Black,3848,3040,1155
202604,이탈,승급,일반,PP,Purple,VIP,GD,Gold,11,5,2
202604,이탈,승급,일반,PP,Purple,VIP,SV,Silver,154,91,27
202604,이탈,승급,일반,RD,Red,VIP,BK,Black,800,331,66
202604,이탈,승급,일반,RD,Red,VIP,GD,Gold,10,6,2
202604,이탈,승급,일반,RD,Red,VIP,SV,Silver,101,38,5
202604,이탈,승급,일반,RD,Red,일반,PP,Purple,12821,7734,2006
202604,이탈,하락,VIP,BK,Black,일반,PP,Purple,3906,2842,993
202604,이탈,하락,VIP,BK,Black,일반,RD,Red,740,250,51
202604,이탈,하락,VIP,GD,Gold,VIP,BK,Black,22,10,3
202604,이탈,하락,VIP,GD,Gold,VIP,SV,Silver,672,436,185
202604,이탈,하락,VIP,GD,Gold,일반,PP,Purple,4,1,1
202604,이탈,하락,VIP,GD,Gold,일반,RD,Red,9,3,1
202604,이탈,하락,VIP,SV,Silver,VIP,BK,Black,1653,1224,490
202604,이탈,하락,VIP,SV,Silver,일반,PP,Purple,163,89,26
202604,이탈,하락,VIP,SV,Silver,일반,RD,Red,81,26,5
202604,이탈,하락,일반,PP,Purple,일반,RD,Red,13491,6925,1735
202605,이탈,승급,VIP,BK,Black,VIP,GD,Gold,35,20,10
202605,이탈,승급,VIP,BK,Black,VIP,SV,Silver,1859,1449,662
202605,이탈,승급,VIP,SV,Silver,VIP,GD,Gold,721,494,238
202605,이탈,승급,일반,PP,Purple,VIP,BK,Black,4153,3254,1248
202605,이탈,승급,일반,PP,Purple,VIP,GD,Gold,8,6,2
202605,이탈,승급,일반,PP,Purple,VIP,SV,Silver,136,83,26
202605,이탈,승급,일반,RD,Red,VIP,BK,Black,742,326,72
202605,이탈,승급,일반,RD,Red,VIP,GD,Gold,9,5,2
202605,이탈,승급,일반,RD,Red,VIP,SV,Silver,88,30,4
202605,이탈,승급,일반,RD,Red,일반,PP,Purple,13488,8653,2270
202605,이탈,하락,VIP,BK,Black,일반,PP,Purple,4080,2986,1037
202605,이탈,하락,VIP,BK,Black,일반,RD,Red,709,262,59
202605,이탈,하락,VIP,GD,Gold,VIP,BK,Black,21,14,5
202605,이탈,하락,VIP,GD,Gold,VIP,SV,Silver,621,416,174
202605,이탈,하락,VIP,GD,Gold,일반,PP,Purple,8,4,1
202605,이탈,하락,VIP,GD,Gold,일반,RD,Red,7,4,1
202605,이탈,하락,VIP,PT,Platinum,일반,RD,Red,2,2,1
202605,이탈,하락,VIP,SV,Silver,VIP,BK,Black,1778,1322,519
202605,이탈,하락,VIP,SV,Silver,일반,PP,Purple,132,72,19
202605,이탈,하락,VIP,SV,Silver,일반,RD,Red,72,21,3
202605,이탈,하락,일반,PP,Purple,일반,RD,Red,13387,7475,1812
